ID,location,total_review,review,source,is_synthetic,source_clean,review_length_chars,review_length_words,has_emoji,has_excessive_caps,unique_words_ratio,review_clean,review_length_chars_clean,review_length_words_clean,sentiment_vader,score_vader
1843,Pokhara,1698,The aarti ceremony by the lake is so energetic 🕉️! I felt a deep connection to the local culture. Definitely go during aarti.,synthetic_groq,True,Synthétique (Groq),125,23,True,False,0.9130434782608696,The aarti ceremony by the lake is so energetic 🕉️! I felt a deep connection to the local culture. Definitely go during aarti.,125,23,Positif,0.7739
1844,Pokhara,2374,"I was disappointed with the paragliding experience. The instructors seemed rushed, and the flight was shorter than expected.",synthetic_groq,True,Synthétique (Groq),124,18,False,False,0.8333333333333334,"I was disappointed with the paragliding experience. The instructors seemed rushed, and the flight was shorter than expected.",124,18,Négatif,-0.4767
1845,Pokhara,2255,Pokhara has a nice mix of relaxation and adventure. I enjoyed the peaceful atmosphere and the stunning Himalayan views 🏞️.,synthetic_groq,True,Synthétique (Groq),122,20,True,False,0.9,Pokhara has a nice mix of relaxation and adventure. I enjoyed the peaceful atmosphere and the stunning Himalayan views 🏞️.,122,20,Positif,0.9485
1846,Pokhara,1316,"The city can get crowded, especially near the lake. But the locals are friendly, and the food is delicious 🍴.",synthetic_groq,True,Synthétique (Groq),109,20,True,False,0.85,"The city can get crowded, especially near the lake. But the locals are friendly, and the food is delicious 🍴.",109,20,Positif,0.8847
1847,Pokhara,873,"I didn't enjoy the boating experience as much as I thought I would. The lake was overcrowded, and the boats were noisy.",synthetic_groq,True,Synthétique (Groq),119,22,False,False,0.7727272727272727,"I didn't enjoy the boating experience as much as I thought I would. The lake was overcrowded, and the boats were noisy.",119,22,Négatif,-0.5152
1848,Pokhara,1252,"Pokhara is a great place to unwind and connect with nature 🌸. The surrounding mountains and lake are truly beautiful, and I felt at peace 🙏.",synthetic_groq,True,Synthétique (Groq),140,26,True,False,0.9230769230769232,"Pokhara is a great place to unwind and connect with nature 🌸. The surrounding mountains and lake are truly beautiful, and I felt at peace 🙏.",140,26,Positif,0.9371
1849,Pokhara,2173,"I'm in love with Pokhara! The city life is so relaxed, and Phewa Lake is stunning 🌊😍. I spent hours boating and taking in the Himalayan views.",synthetic_groq,True,Synthétique (Groq),142,27,True,False,0.8518518518518519,"I'm in love with Pokhara! The city life is so relaxed, and Phewa Lake is stunning 🌊😍. I spent hours boating and taking in the Himalayan views.",142,27,Positif,0.9044
1850,Pokhara,1408,"Pokhara is a nice place, but the roads can be a challenge. I found it difficult to get around, but the local culture is fascinating.",synthetic_groq,True,Synthétique (Groq),132,25,False,False,0.84,"Pokhara is a nice place, but the roads can be a challenge. I found it difficult to get around, but the local culture is fascinating.",132,25,Positif,0.5927
1851,Pokhara,1587,Just went paragliding over Pokhara and it was amazing!!! 🎉😊 The views of the Himalayas were breathtaking.,synthetic_groq,True,Synthétique (Groq),105,17,True,False,0.9411764705882352,Just went paragliding over Pokhara and it was amazing!!! 🎉😊 The views of the Himalayas were breathtaking.,105,17,Positif,0.826
1852,Pokhara,671,"I was looking forward to trying some local cuisine, but the options were limited. However, the people were friendly and welcoming.",synthetic_groq,True,Synthétique (Groq),130,21,False,False,0.9047619047619048,"I was looking forward to trying some local cuisine, but the options were limited. However, the people were friendly and welcoming.",130,21,Positif,0.7783
1853,Pokhara,2118,Pokhara is a beautiful place with a lot to offer 🌟. I enjoyed the boating and the scenic views of the surrounding mountains.,synthetic_groq,True,Synthétique (Groq),124,23,True,False,0.8695652173913043,Pokhara is a beautiful place with a lot to offer 🌟. I enjoyed the boating and the scenic views of the surrounding mountains.,124,23,Positif,0.802
1854,Pokhara,508,"The traffic in Pokhara can be frustrating, and the city is quite crowded. But the Phewa Lake is a peaceful escape.",synthetic_groq,True,Synthétique (Groq),114,21,False,False,0.8571428571428571,"The traffic in Pokhara can be frustrating, and the city is quite crowded. But the Phewa Lake is a peaceful escape.",114,21,Positif,0.6597
1855,Pokhara,776,I had a great time exploring the local markets and trying some street food 🍴😋. The vendors were friendly and the prices were reasonable.,synthetic_groq,True,Synthétique (Groq),136,24,True,False,0.8333333333333334,I had a great time exploring the local markets and trying some street food 🍴😋. The vendors were friendly and the prices were reasonable.,136,24,Positif,0.8074
1856,Pokhara,1124,"Unfortunately, my experience in Pokhara was marred by the poor condition of the roads and the lack of infrastructure. It was a disappointment.",synthetic_groq,True,Synthétique (Groq),142,23,False,False,0.8260869565217391,"Unfortunately, my experience in Pokhara was marred by the poor condition of the roads and the lack of infrastructure. It was a disappointment.",142,23,Négatif,-0.8779
1857,Pokhara,1827,"I loved Pokhara, the city life is so relaxed 🌞. Phewa Lake is stunning, with amazing Himalayan views 🏔️.",synthetic_groq,True,Synthétique (Groq),104,19,True,False,0.9473684210526316,"I loved Pokhara, the city life is so relaxed 🌞. Phewa Lake is stunning, with amazing Himalayan views 🏔️.",104,19,Positif,0.9373
1858,Pokhara,2482,"Pokhara is a good place to visit, we enjoyed boating on the lake. Local culture is rich, but some areas need more development.",synthetic_groq,True,Synthétique (Groq),126,23,False,False,0.9565217391304348,"Pokhara is a good place to visit, we enjoyed boating on the lake. Local culture is rich, but some areas need more development.",126,23,Positif,0.6597
1859,Pokhara,1698,Paragliding in Pokhara was exhilarating 🎉! The views of the Himalayas were breathtaking 🏔️. A must-try experience.,synthetic_groq,True,Synthétique (Groq),114,17,True,False,0.9411764705882352,Paragliding in Pokhara was exhilarating 🎉! The views of the Himalayas were breathtaking 🏔️. A must-try experience.,114,17,Positif,0.7177
1860,Pokhara,569,"I found Pokhara to be overpriced, and the city life is a bit chaotic. However, the natural beauty is undeniable.",synthetic_groq,True,Synthétique (Groq),112,20,False,False,0.9,"I found Pokhara to be overpriced, and the city life is a bit chaotic. However, the natural beauty is undeniable.",112,20,Positif,0.4767
1861,Pokhara,1816,"Pokhara is a beautiful city, surrounded by nature 🌿. I enjoyed the peaceful atmosphere and friendly locals 😊.",synthetic_groq,True,Synthétique (Groq),109,18,True,False,1.0,"Pokhara is a beautiful city, surrounded by nature 🌿. I enjoyed the peaceful atmosphere and friendly locals 😊.",109,18,Positif,0.9274
1862,Pokhara,257,"The boating experience on Phewa Lake was nice, but the lake was a bit polluted. More efforts are needed for conservation.",synthetic_groq,True,Synthétique (Groq),121,21,False,False,0.8571428571428571,"The boating experience on Phewa Lake was nice, but the lake was a bit polluted. More efforts are needed for conservation.",121,21,Négatif,-0.4767
1863,Pokhara,1283,"I was disappointed with the paragliding experience, as the instructors seemed unprofessional. However, the views were stunning 🏔️.",synthetic_groq,True,Synthétique (Groq),130,18,True,False,0.8888888888888888,"I was disappointed with the paragliding experience, as the instructors seemed unprofessional. However, the views were stunning 🏔️.",130,18,Négatif,-0.5859
1864,Pokhara,2397,"Pokhara is a mixed bag, with both natural beauty and urban chaos. I had mixed feelings about my visit, but the Himalayan views were unforgettable 🏔️.",synthetic_groq,True,Synthétique (Groq),149,26,True,False,0.9615384615384616,"Pokhara is a mixed bag, with both natural beauty and urban chaos. I had mixed feelings about my visit, but the Himalayan views were unforgettable 🏔️.",149,26,Positif,0.2023
1865,Pokhara,706,"I loved Pokhara, the city life is so laid-back 🌟. Phewa Lake is stunning, perfect for boating and taking in the Himalayan views 🚣.",synthetic_groq,True,Synthétique (Groq),130,24,True,False,0.9166666666666666,"I loved Pokhara, the city life is so laid-back 🌟. Phewa Lake is stunning, perfect for boating and taking in the Himalayan views 🚣.",130,24,Positif,0.8807
1866,Pokhara,2062,"The paragliding experience was amazing, the instructors were helpful and the views breathtaking 🎉.",synthetic_groq,True,Synthétique (Groq),98,14,True,False,0.8571428571428571,"The paragliding experience was amazing, the instructors were helpful and the views breathtaking 🎉.",98,14,Positif,0.8625
1867,Pokhara,1709,"I found the local culture in Pokhara to be interesting, but somewhat touristy 🤔.",synthetic_groq,True,Synthétique (Groq),80,14,False,False,1.0,"I found the local culture in Pokhara to be interesting, but somewhat touristy 🤔.",80,14,Positif,0.2144
1868,Pokhara,1273,"The food in Pokhara is delicious, but the prices can be steep 🍴.",synthetic_groq,True,Synthétique (Groq),64,13,True,False,0.9230769230769232,"The food in Pokhara is delicious, but the prices can be steep 🍴.",64,13,Positif,0.3291
1869,Pokhara,1760,"Pokhara is a beautiful city, the views of the Himalayas are stunning 🏔️. I enjoyed boating on Phewa Lake.",synthetic_groq,True,Synthétique (Groq),105,19,True,False,0.9473684210526316,"Pokhara is a beautiful city, the views of the Himalayas are stunning 🏔️. I enjoyed boating on Phewa Lake.",105,19,Positif,0.8689
1870,Pokhara,1721,"I was disappointed with the pollution in Pokhara, it takes away from the natural beauty.",synthetic_groq,True,Synthétique (Groq),88,15,False,False,0.9333333333333332,"I was disappointed with the pollution in Pokhara, it takes away from the natural beauty.",88,15,Positif,0.4939
1871,Pokhara,643,"The people in Pokhara are friendly, but the traffic can be chaotic 🚗.",synthetic_groq,True,Synthétique (Groq),69,13,True,False,0.9230769230769232,"The people in Pokhara are friendly, but the traffic can be chaotic 🚗.",69,13,Négatif,-0.4939
1872,Pokhara,1157,"I had a great time in Pokhara, the scenery is incredible and the locals are welcoming 😊👍.",synthetic_groq,True,Synthétique (Groq),89,17,True,False,0.9411764705882352,"I had a great time in Pokhara, the scenery is incredible and the locals are welcoming 😊👍.",89,17,Positif,0.7906
1873,Pokhara,2131,I'm in love with Pokhara! The city comes alive at night with fairy lights and beautiful buildings 🌃💫. It's truly magical.,synthetic_groq,True,Synthétique (Groq),121,21,True,False,0.9523809523809524,I'm in love with Pokhara! The city comes alive at night with fairy lights and beautiful buildings 🌃💫. It's truly magical.,121,21,Positif,0.9312
1874,Pokhara,302,"I visited Phewa Lake and it was amazing 🌊. The boating experience was so peaceful, but the surrounding area was a bit crowded.",synthetic_groq,True,Synthétique (Groq),126,23,True,False,0.8695652173913043,"I visited Phewa Lake and it was amazing 🌊. The boating experience was so peaceful, but the surrounding area was a bit crowded.",126,23,Positif,0.607
1875,Pokhara,2499,"I'm feeling frustrated with the paragliding experience in Pokhara. The instructors were great, but the waiting time was too long.",synthetic_groq,True,Synthétique (Groq),129,20,False,False,0.9,"I'm feeling frustrated with the paragliding experience in Pokhara. The instructors were great, but the waiting time was too long.",129,20,Positif,0.1531
1876,Pokhara,1543,The Himalayan views from Pokhara are breathtaking 🏔️💥. I feel so lucky to have witnessed such natural beauty.,synthetic_groq,True,Synthétique (Groq),109,18,True,False,1.0,The Himalayan views from Pokhara are breathtaking 🏔️💥. I feel so lucky to have witnessed such natural beauty.,109,18,Positif,0.9172
1877,Pokhara,1106,"I'm neutral about the local culture in Pokhara. It's interesting to learn about, but I didn't get to experience it as deeply as I had hoped.",synthetic_groq,True,Synthétique (Groq),140,26,False,False,0.8846153846153846,"I'm neutral about the local culture in Pokhara. It's interesting to learn about, but I didn't get to experience it as deeply as I had hoped.",140,26,Positif,0.6854
1878,Pokhara,458,"The food in Pokhara is delicious, but the prices are a bit high 🍴. I'm enjoying trying new dishes, though.",synthetic_groq,True,Synthétique (Groq),106,20,True,False,0.95,"The food in Pokhara is delicious, but the prices are a bit high 🍴. I'm enjoying trying new dishes, though.",106,20,Positif,0.7876
1879,Pokhara,2101,"Unfortunately, my experience in Pokhara was disappointing. The city was too noisy and polluted for my taste.",synthetic_groq,True,Synthétique (Groq),108,17,False,False,0.8823529411764706,"Unfortunately, my experience in Pokhara was disappointing. The city was too noisy and polluted for my taste.",108,17,Négatif,-0.8519
1880,Pokhara,1437,"I had a great time exploring Pokhara on foot 🚶‍♀️. The city has a lot to offer, from beautiful lakes to stunning mountain views 🏞️.",synthetic_groq,True,Synthétique (Groq),131,25,True,False,0.92,"I had a great time exploring Pokhara on foot 🚶‍♀️. The city has a lot to offer, from beautiful lakes to stunning mountain views 🏞️.",131,25,Positif,0.891
1881,Pokhara,1872,I'm in love with Pokhara 🌊! The city life is so vibrant and Phewa Lake is breathtaking. I enjoyed boating and paragliding with stunning Himalayan views 🏔️.,synthetic_groq,True,Synthétique (Groq),155,27,True,False,0.8888888888888888,I'm in love with Pokhara 🌊! The city life is so vibrant and Phewa Lake is breathtaking. I enjoyed boating and paragliding with stunning Himalayan views 🏔️.,155,27,Positif,0.9569
1882,Pokhara,677,"Pokhara is a mix of everything. I liked the local culture, but the city can be chaotic at times. Overall, it's a good experience.",synthetic_groq,True,Synthétique (Groq),129,24,False,False,0.9166666666666666,"Pokhara is a mix of everything. I liked the local culture, but the city can be chaotic at times. Overall, it's a good experience.",129,24,Positif,0.1154
1883,Pokhara,772,This place is a vibe in itself 🌴! I highly recommend Pokhara for its scenic beauty and adventure activities like paragliding 🎉.,synthetic_groq,True,Synthétique (Groq),127,22,True,False,1.0,This place is a vibe in itself 🌴! I highly recommend Pokhara for its scenic beauty and adventure activities like paragliding 🎉.,127,22,Positif,0.893
1884,Pokhara,385,I was disappointed with the boating experience on Phewa Lake. The lake was polluted and the boats were old.,synthetic_groq,True,Synthétique (Groq),107,19,False,False,0.8421052631578947,I was disappointed with the boating experience on Phewa Lake. The lake was polluted and the boats were old.,107,19,Négatif,-0.7269
1885,Pokhara,352,Pokhara has a great balance of nature and city life 🌊. I enjoyed the Himalayan views and the local food was delicious 🍴.,synthetic_groq,True,Synthétique (Groq),120,23,True,False,0.9130434782608696,Pokhara has a great balance of nature and city life 🌊. I enjoyed the Himalayan views and the local food was delicious 🍴.,120,23,Positif,0.9022
1886,Pokhara,1446,"The paragliding experience in Pokhara was amazing 🎈! However, the instructors could be more safety-conscious.",synthetic_groq,True,Synthétique (Groq),109,15,True,False,0.9333333333333332,"The paragliding experience in Pokhara was amazing 🎈! However, the instructors could be more safety-conscious.",109,15,Positif,0.6239
1887,Pokhara,2217,I found Pokhara to be overrated. The city is crowded and the locals are not very friendly.,synthetic_groq,True,Synthétique (Groq),90,17,False,False,0.9411764705882352,I found Pokhara to be overrated. The city is crowded and the locals are not very friendly.,90,17,Négatif,-0.43
1888,Pokhara,675,"Pokhara is a good destination for nature lovers 🌳. The Phewa Lake and surrounding hills are beautiful, but the city life is just average.",synthetic_groq,True,Synthétique (Groq),137,24,True,False,0.9166666666666666,"Pokhara is a good destination for nature lovers 🌳. The Phewa Lake and surrounding hills are beautiful, but the city life is just average.",137,24,Positif,0.6808
1889,Pokhara,598,"I'm in love with Pokhara! 🌟 The city has a laid-back vibe, and Phewa Lake is stunning 🌊. I spent hours boating and taking in the Himalayan views.",synthetic_groq,True,Synthétique (Groq),145,28,True,False,0.8928571428571429,"I'm in love with Pokhara! 🌟 The city has a laid-back vibe, and Phewa Lake is stunning 🌊. I spent hours boating and taking in the Himalayan views.",145,28,Positif,0.7959
1890,Pokhara,1161,"Pokhara's streets can be chaotic, but the local culture is fascinating. I enjoyed trying traditional foods and drinks, but wish there were more English signs.",synthetic_groq,True,Synthétique (Groq),158,25,False,False,0.96,"Pokhara's streets can be chaotic, but the local culture is fascinating. I enjoyed trying traditional foods and drinks, but wish there were more English signs.",158,25,Positif,0.9127
1891,Pokhara,2401,Just went paragliding over Phewa Lake and it was exhilarating! 😍 The views of the Himalayas were breathtaking 🏔️. A must-do in Pokhara!,synthetic_groq,True,Synthétique (Groq),135,23,True,False,0.9565217391304348,Just went paragliding over Phewa Lake and it was exhilarating! 😍 The views of the Himalayas were breathtaking 🏔️. A must-do in Pokhara!,135,23,Positif,0.7418
1892,Pokhara,755,"I found Pokhara's city life to be a bit too touristy for my taste. The prices were higher than expected, and some areas felt overly commercial.",synthetic_groq,True,Synthétique (Groq),143,26,False,False,1.0,"I found Pokhara's city life to be a bit too touristy for my taste. The prices were higher than expected, and some areas felt overly commercial.",143,26,Neutre,0.0
1893,Pokhara,1791,Taking a rowboat on Phewa Lake at sunset was magical 🌅. The surrounding mountains and peaceful atmosphere made for a perfect evening.,synthetic_groq,True,Synthétique (Groq),133,22,True,False,0.9545454545454546,Taking a rowboat on Phewa Lake at sunset was magical 🌅. The surrounding mountains and peaceful atmosphere made for a perfect evening.,133,22,Positif,0.7845
1894,Pokhara,2058,"I had mixed feelings about Pokhara. The natural beauty is undeniable, but the city's infrastructure and roads need improvement. Hopefully, it'll develop sustainably.",synthetic_groq,True,Synthétique (Groq),165,23,False,False,0.9565217391304348,"I had mixed feelings about Pokhara. The natural beauty is undeniable, but the city's infrastructure and roads need improvement. Hopefully, it'll develop sustainably.",165,23,Positif,0.8934
1895,Pokhara,1719,"Unfortunately, my experience in Pokhara was marred by aggressive street vendors and overpriced activities. Not the welcoming atmosphere I'd expected.",synthetic_groq,True,Synthétique (Groq),149,20,False,False,1.0,"Unfortunately, my experience in Pokhara was marred by aggressive street vendors and overpriced activities. Not the welcoming atmosphere I'd expected.",149,20,Négatif,-0.6604
1896,Pokhara,2412,"I spent a lovely morning cycling around Phewa Lake and exploring the nearby villages 🚴. The local people were friendly, and the scenery was beautiful 🌸.",synthetic_groq,True,Synthétique (Groq),152,26,True,False,0.8846153846153846,"I spent a lovely morning cycling around Phewa Lake and exploring the nearby villages 🚴. The local people were friendly, and the scenery was beautiful 🌸.",152,26,Positif,0.8979
1897,Pokhara,1916,I loved strolling around Pokhara's lakeside in the evening 🌅. The views of Phewa Lake were stunning and the local food was delicious 🍴.,synthetic_groq,True,Synthétique (Groq),135,24,True,False,0.9166666666666666,I loved strolling around Pokhara's lakeside in the evening 🌅. The views of Phewa Lake were stunning and the local food was delicious 🍴.,135,24,Positif,0.8807
1898,Pokhara,832,"My paragliding experience was amazing, the Himalayan views took my breath away 🏔️. However, the landing was a bit rough.",synthetic_groq,True,Synthétique (Groq),120,20,True,False,0.85,"My paragliding experience was amazing, the Himalayan views took my breath away 🏔️. However, the landing was a bit rough.",120,20,Positif,0.5859
1899,Pokhara,1899,"Pokhara's city life is laid-back and peaceful, I enjoyed the boating on Phewa Lake, but the boat ride could've been longer 🚣.",synthetic_groq,True,Synthétique (Groq),125,22,True,False,0.9545454545454546,"Pokhara's city life is laid-back and peaceful, I enjoyed the boating on Phewa Lake, but the boat ride could've been longer 🚣.",125,22,Positif,0.5023
1900,Pokhara,605,"The local culture in Pokhara is rich and vibrant, but I found the streets to be quite crowded and dirty.",synthetic_groq,True,Synthétique (Groq),104,20,False,False,0.9,"The local culture in Pokhara is rich and vibrant, but I found the streets to be quite crowded and dirty.",104,20,Négatif,-0.189
1901,Pokhara,2204,"I had a great time trying adventure sports like paragliding and bungee jumping in Pokhara, the thrill was exhilarating 🎉.",synthetic_groq,True,Synthétique (Groq),121,20,True,False,1.0,"I had a great time trying adventure sports like paragliding and bungee jumping in Pokhara, the thrill was exhilarating 🎉.",121,20,Positif,0.9201
1902,Pokhara,1871,"My visit to Pokhara was just okay, the views of the Himalayas were beautiful, but the city itself was nothing special.",synthetic_groq,True,Synthétique (Groq),118,21,False,False,0.8571428571428571,"My visit to Pokhara was just okay, the views of the Himalayas were beautiful, but the city itself was nothing special.",118,21,Neutre,0.0034
1903,Pokhara,1345,"The Fewa Lake is a must-visit, I enjoyed the 2-hour boat ride and the views of the surrounding mountains were breathtaking 🌊.",synthetic_groq,True,Synthétique (Groq),125,22,True,False,0.8636363636363636,"The Fewa Lake is a must-visit, I enjoyed the 2-hour boat ride and the views of the surrounding mountains were breathtaking 🌊.",125,22,Positif,0.743
1904,Pokhara,334,"Unfortunately, my experience in Pokhara was disappointing, the paragliding was cancelled due to bad weather and the alternative activities were not impressive.",synthetic_groq,True,Synthétique (Groq),159,22,False,False,0.9090909090909092,"Unfortunately, my experience in Pokhara was disappointing, the paragliding was cancelled due to bad weather and the alternative activities were not impressive.",159,22,Négatif,-0.9153
1905,Pokhara,1717,"I'm in love with Pokhara! The Phewa Lake is stunning 🌊, and the Himalayan views are breathtaking 🏔️. I spent hours boating and soaking in the natural beauty.",synthetic_groq,True,Synthétique (Groq),157,28,True,False,0.8571428571428571,"I'm in love with Pokhara! The Phewa Lake is stunning 🌊, and the Himalayan views are breathtaking 🏔️. I spent hours boating and soaking in the natural beauty.",157,28,Positif,0.9468
1906,Pokhara,1089,"Pokhara's city life is lively, with a great market and restaurants. However, the traffic can be chaotic, and the streets are narrow.",synthetic_groq,True,Synthétique (Groq),132,22,False,False,0.9090909090909092,"Pokhara's city life is lively, with a great market and restaurants. However, the traffic can be chaotic, and the streets are narrow.",132,22,Positif,0.5859
1907,Pokhara,2016,"I tried paragliding here, and it was an exhilarating experience 🎉! The views from up high were incredible, and I felt so free 🕊️.",synthetic_groq,True,Synthétique (Groq),129,24,True,False,0.9166666666666666,"I tried paragliding here, and it was an exhilarating experience 🎉! The views from up high were incredible, and I felt so free 🕊️.",129,24,Positif,0.8038
1908,Pokhara,2021,"The local culture in Pokhara is fascinating, with a mix of traditional and modern elements. I enjoyed exploring the town and interacting with the friendly locals.",synthetic_groq,True,Synthétique (Groq),162,26,False,False,0.8461538461538461,"The local culture in Pokhara is fascinating, with a mix of traditional and modern elements. I enjoyed exploring the town and interacting with the friendly locals.",162,26,Positif,0.875
1909,Pokhara,1167,"Unfortunately, I found the boating experience on Phewa Lake to be overpriced and crowded. The scenery was nice, but it wasn't worth the hassle.",synthetic_groq,True,Synthétique (Groq),143,24,False,False,0.9166666666666666,"Unfortunately, I found the boating experience on Phewa Lake to be overpriced and crowded. The scenery was nice, but it wasn't worth the hassle.",143,24,Négatif,-0.202
1910,Pokhara,1685,"Pokhara is a great spot for adventure seekers, with activities like paragliding, trekking, and kayaking available 🏞️. I had a blast trying out new things.",synthetic_groq,True,Synthétique (Groq),154,25,True,False,0.96,"Pokhara is a great spot for adventure seekers, with activities like paragliding, trekking, and kayaking available 🏞️. I had a blast trying out new things.",154,25,Positif,0.836
1911,Pokhara,606,"I was looking forward to a peaceful stroll around the lake, but the noise from the bars and pubs was a bit of a disappointment. Still, the scenery was lovely 🌟.",synthetic_groq,True,Synthétique (Groq),160,31,True,False,0.7741935483870968,"I was looking forward to a peaceful stroll around the lake, but the noise from the bars and pubs was a bit of a disappointment. Still, the scenery was lovely 🌟.",160,31,Positif,0.431
1912,Pokhara,1704,"The Himalayan views from Pokhara are stunning, especially during sunrise and sunset 🌅. It's a must-visit destination for nature lovers and photographers 📸.",synthetic_groq,True,Synthétique (Groq),155,23,True,False,0.9565217391304348,"The Himalayan views from Pokhara are stunning, especially during sunrise and sunset 🌅. It's a must-visit destination for nature lovers and photographers 📸.",155,23,Positif,0.7184
1913,Pokhara,2430,"I'm in love with Pokhara! The city life is so chill, and Phewa Lake is stunning 🌊. I spent hours boating and taking in the Himalayan views 🏔️.",synthetic_groq,True,Synthétique (Groq),142,28,True,False,0.8571428571428571,"I'm in love with Pokhara! The city life is so chill, and Phewa Lake is stunning 🌊. I spent hours boating and taking in the Himalayan views 🏔️.",142,28,Positif,0.7959
1914,Pokhara,1669,"Pokhara's a nice place, but it's getting too touristy. The paragliding was amazing, though 🎉. Not sure if I'd come back, though.",synthetic_groq,True,Synthétique (Groq),128,22,True,False,1.0,"Pokhara's a nice place, but it's getting too touristy. The paragliding was amazing, though 🎉. Not sure if I'd come back, though.",128,22,Positif,0.6865
1915,Pokhara,448,Just had the best day in Pokhara! Went boating on Phewa Lake and saw the most gorgeous Himalayan views 🏞️. The local culture is so rich and vibrant 🙏.,synthetic_groq,True,Synthétique (Groq),150,29,True,False,0.896551724137931,Just had the best day in Pokhara! Went boating on Phewa Lake and saw the most gorgeous Himalayan views 🏞️. The local culture is so rich and vibrant 🙏.,150,29,Positif,0.9588
1916,Pokhara,1830,"I was really looking forward to trying paragliding in Pokhara, but the weather was bad. Maybe next time.",synthetic_groq,True,Synthétique (Groq),104,18,False,False,0.9444444444444444,"I was really looking forward to trying paragliding in Pokhara, but the weather was bad. Maybe next time.",104,18,Négatif,-0.6956
1917,Pokhara,1330,Pokhara's a great spot for adventure seekers like me! The paragliding and boating are must-tries 🌟. The city life's pretty cool too.,synthetic_groq,True,Synthétique (Groq),132,22,True,False,0.9545454545454546,Pokhara's a great spot for adventure seekers like me! The paragliding and boating are must-tries 🌟. The city life's pretty cool too.,132,22,Positif,0.9286
1918,Pokhara,977,"The traffic in Pokhara is chaos. But, the views of the Himalayas from the lake are breathtaking 🌄.",synthetic_groq,True,Synthétique (Groq),98,18,True,False,0.8333333333333334,"The traffic in Pokhara is chaos. But, the views of the Himalayas from the lake are breathtaking 🌄.",98,18,Positif,0.3919
1919,Pokhara,700,"I'm not sure what to make of Pokhara. The lake is beautiful, but the surrounding area's pretty crowded. Maybe I just didn't explore enough.",synthetic_groq,True,Synthétique (Groq),139,24,False,False,0.9583333333333334,"I'm not sure what to make of Pokhara. The lake is beautiful, but the surrounding area's pretty crowded. Maybe I just didn't explore enough.",139,24,Positif,0.7406
1920,Pokhara,2062,"Unfortunately, my experience in Pokhara was a letdown. The boating on Phewa Lake was overpriced, and the service was poor.",synthetic_groq,True,Synthétique (Groq),122,20,False,False,0.85,"Unfortunately, my experience in Pokhara was a letdown. The boating on Phewa Lake was overpriced, and the service was poor.",122,20,Négatif,-0.6705
1921,Pokhara,575,"I'm in love with Pokhara's city life, it's so peaceful 🌊💛. The people are friendly and the food is amazing.",synthetic_groq,True,Synthétique (Groq),107,20,True,False,0.95,"I'm in love with Pokhara's city life, it's so peaceful 🌊💛. The people are friendly and the food is amazing.",107,20,Positif,0.9461
1922,Pokhara,1068,"Phewa Lake is breathtaking, I enjoyed boating and the views of the Himalayas are stunning 🏔️🚣.",synthetic_groq,True,Synthétique (Groq),94,16,True,False,0.9375,"Phewa Lake is breathtaking, I enjoyed boating and the views of the Himalayas are stunning 🏔️🚣.",94,16,Positif,0.836
1923,Pokhara,287,"I'm a bit disappointed with the paragliding experience, the instructors seemed rushed and the safety brief was too short.",synthetic_groq,True,Synthétique (Groq),121,19,False,False,0.8947368421052632,"I'm a bit disappointed with the paragliding experience, the instructors seemed rushed and the safety brief was too short.",121,19,Négatif,-0.0772
1924,Pokhara,407,"The local culture in Pokhara is rich and vibrant, I loved exploring the markets and trying the street food 🎨👌.",synthetic_groq,True,Synthétique (Groq),110,20,True,False,0.85,"The local culture in Pokhara is rich and vibrant, I loved exploring the markets and trying the street food 🎨👌.",110,20,Positif,0.8979
1925,Pokhara,1566,"Pokhara is a mixed bag, the scenery is beautiful but the roads are poorly maintained and the traffic is chaotic.",synthetic_groq,True,Synthétique (Groq),112,20,False,False,0.8,"Pokhara is a mixed bag, the scenery is beautiful but the roads are poorly maintained and the traffic is chaotic.",112,20,Négatif,-0.431
1926,Pokhara,1197,"I had an amazing time paragliding over Phewa Lake, the views were incredible and the instructors were professional 🎉🌟.",synthetic_groq,True,Synthétique (Groq),118,19,True,False,0.8947368421052632,"I had an amazing time paragliding over Phewa Lake, the views were incredible and the instructors were professional 🎉🌟.",118,19,Positif,0.5859
1927,Pokhara,715,"The city can be quite noisy and crowded, but the views of the Himalayas from the lake are worth it 🏔️.",synthetic_groq,True,Synthétique (Groq),102,21,True,False,0.8571428571428571,"The city can be quite noisy and crowded, but the views of the Himalayas from the lake are worth it 🏔️.",102,21,Positif,0.2152
1928,Pokhara,1040,"I was looking forward to a relaxing boat ride on Phewa Lake, but the boat was old and the seats were uncomfortable, definitely not worth the money.",synthetic_groq,True,Synthétique (Groq),147,27,False,False,0.8518518518518519,"I was looking forward to a relaxing boat ride on Phewa Lake, but the boat was old and the seats were uncomfortable, definitely not worth the money.",147,27,Positif,0.0647
1929,Pokhara,481,"I'm in love with Pokhara, the city life is so peaceful 🌟. The views of the Himalayas are breathtaking 😍.",synthetic_groq,True,Synthétique (Groq),104,20,True,False,0.9,"I'm in love with Pokhara, the city life is so peaceful 🌟. The views of the Himalayas are breathtaking 😍.",104,20,Positif,0.9065
