review_clean,sentiment_vader,sentiment_roberta,confidence_roberta,source_clean
"I had mixed feelings about Pokhara, the lake was beautiful, but the surrounding area was quite touristy and commercial 🤔.",Positif,Neutre,0.4989,Synthétique (Groq)
"Exploring Pokhara city was a mixed bag, some areas are well-maintained while others are quite dirty and chaotic. Still, the local culture is fascinating.",Négatif,Positif,0.6702,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the experience was mediocre. The boats could be better maintained and the lake was quite crowded.",Positif,Négatif,0.9031,Synthétique (Groq)
"Unfortunately, I was disappointed with the pollution in Pokhara, it took away from the natural beauty of the city.",Positif,Négatif,0.8964,Synthétique (Groq)
"Pokhara is a bit of a tourist trap, the prices are high and the services can be unreliable, but the scenery is still worth it.",Positif,Négatif,0.5015,Synthétique (Groq)
"I was disappointed with the boating prices on Phewa Lake. The views are beautiful, but the costs are too high.",Positif,Négatif,0.88,Synthétique (Groq)
I found Pokhara to be overpriced and crowded. The natural beauty is overshadowed by the commercialism.,Positif,Négatif,0.8641,Synthétique (Groq)
"I was disappointed with the boating experience on Phewa Lake, the boats were old and not well-maintained. The lake itself is beautiful, though.",Positif,Négatif,0.8007,Synthétique (Groq)
"Pokhara is a beautiful place, but it's getting too commercialized. The natural beauty is still intact, but you can see the effects of tourism everywhere.",Positif,Négatif,0.6347,Synthétique (Groq)
"I found Pokhara to be a bit overhyped, with too many tourists and not enough authentic experiences. Still, the Himalayan views were a highlight 🏔️.",Positif,Neutre,0.4883,Synthétique (Groq)
"I had mixed feelings about Pokhara, the paragliding was amazing but the city itself was a bit too touristy for my taste.",Positif,Neutre,0.3566,Synthétique (Groq)
"The traffic in Pokhara can be a bit chaotic, but the scenic views of the Himalayas make up for it.",Négatif,Positif,0.5222,Synthétique (Groq)
"I found the food options in Pokhara to be limited and overpriced. The city has a lot to offer, but culinary delights are not its strong suit.",Neutre,Négatif,0.8228,Synthétique (Groq)
"The lakeside area is nice, but it can get quite crowded and noisy. Not ideal for those seeking peace and quiet.",Positif,Négatif,0.6546,Synthétique (Groq)
"The city can get quite crowded and noisy, especially at night. But the views of the Annapurna range make up for it, I guess.",Négatif,Neutre,0.6464,Synthétique (Groq)
Never buy anything from vendors without asking the price - I got ripped off on a small cup of tea for 100NPR!,Neutre,Négatif,0.8215,Synthétique (Groq)
"I had mixed feelings about Pokhara - the natural beauty is stunning, but the city itself feels a bit disorganized. Maybe just an off day?",Positif,Négatif,0.7029,Synthétique (Groq)
"I'm mixed about Pokhara, it's a nice place but boating on Phewa Lake was overpriced.",Positif,Négatif,0.685,Synthétique (Groq)
"Pokhara is okay, I guess. The city life is a bit too slow for me.",Positif,Neutre,0.5563,Synthétique (Groq)
"Pokhara is a beautiful city, but it can get quite crowded and noisy 🗣️. I enjoyed boating on Phewa Lake, but the paragliding experience was overpriced.",Positif,Négatif,0.6538,Synthétique (Groq)
"I found the city life in Pokhara to be fairly laid-back and relaxing. The people are friendly, but some areas can be quite dirty and polluted.",Négatif,Positif,0.7307,Synthétique (Groq)
"Unfortunately, I found Pokhara to be too touristy and commercialized. The natural beauty is still visible, but it's often overshadowed by the crowds and noise.",Positif,Négatif,0.8147,Synthétique (Groq)
"Pokhara's city life is laid-back, but the traffic can be chaotic. Local culture is rich, but some vendors are pushy.",Négatif,Neutre,0.5265,Synthétique (Groq)
"Pokhara is okay, I guess. The paragliding was fun, but the instructors seemed a bit disorganized.",Négatif,Positif,0.7599,Synthétique (Groq)
"I was disappointed with the food options in Pokhara, not much variety. But the views of the Himalayas were breathtaking 🏔️.",Positif,Négatif,0.5623,Synthétique (Groq)
"I found Pokhara to be overpriced and touristy, not my favorite destination. The lake was nice, but that's about it.",Neutre,Négatif,0.8374,Synthétique (Groq)
"My experience with the local food in Pokhara was mixed. Some dishes were delicious, while others were overpriced and lacking in flavor. Overall, it was an average culinary experience.",Positif,Négatif,0.5378,Synthétique (Groq)
"I had mixed feelings about Pokhara - the scenery is amazing, but the city itself is quite touristy. Some areas feel a bit overcrowded and commercial.",Positif,Négatif,0.4995,Synthétique (Groq)
"I found the local culture fascinating, but sometimes the streets can be a bit dirty and crowded.",Négatif,Positif,0.6477,Synthétique (Groq)
"Pokhara is a great place to relax, but the food options can be limited, and some places are overpriced.",Positif,Négatif,0.5577,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, and the city is quite crowded. But the Phewa Lake is a peaceful escape.",Positif,Négatif,0.4537,Synthétique (Groq)
"I found Pokhara to be overpriced, and the city life is a bit chaotic. However, the natural beauty is undeniable.",Positif,Négatif,0.4282,Synthétique (Groq)
"I was disappointed with the pollution in Pokhara, it takes away from the natural beauty.",Positif,Négatif,0.9042,Synthétique (Groq)
"The people in Pokhara are friendly, but the traffic can be chaotic 🚗.",Négatif,Neutre,0.591,Synthétique (Groq)
"I'm feeling frustrated with the paragliding experience in Pokhara. The instructors were great, but the waiting time was too long.",Positif,Négatif,0.9125,Synthétique (Groq)
"I'm neutral about the local culture in Pokhara. It's interesting to learn about, but I didn't get to experience it as deeply as I had hoped.",Positif,Négatif,0.6905,Synthétique (Groq)
"I found Pokhara's city life to be a bit too touristy for my taste. The prices were higher than expected, and some areas felt overly commercial.",Neutre,Négatif,0.7716,Synthétique (Groq)
"I had mixed feelings about Pokhara. The natural beauty is undeniable, but the city's infrastructure and roads need improvement. Hopefully, it'll develop sustainably.",Positif,Neutre,0.4354,Synthétique (Groq)
"My visit to Pokhara was just okay, the views of the Himalayas were beautiful, but the city itself was nothing special.",Neutre,Positif,0.9249,Synthétique (Groq)
"Pokhara's city life is lively, with a great market and restaurants. However, the traffic can be chaotic, and the streets are narrow.",Positif,Neutre,0.5045,Synthétique (Groq)
"I'm not sure what to make of Pokhara. The lake is beautiful, but the surrounding area's pretty crowded. Maybe I just didn't explore enough.",Positif,Négatif,0.7503,Synthétique (Groq)
"I was looking forward to a relaxing boat ride on Phewa Lake, but the boat was old and the seats were uncomfortable, definitely not worth the money.",Positif,Négatif,0.9107,Synthétique (Groq)
"Unfortunately, the pollution in Pokhara is a major issue, it's affecting the natural beauty of the city.",Positif,Négatif,0.8809,Synthétique (Groq)
"Some aspects of Pokhara are great, like the Himalayan views, but the city itself feels a bit disorganized.",Positif,Neutre,0.4961,Synthétique (Groq)
"The local culture in Pokhara is interesting, but I found the streets to be quite crowded and dirty.",Négatif,Neutre,0.5353,Synthétique (Groq)
"I had mixed feelings about Pokhara, the scenery is stunning, but the tourist infrastructure could be better.",Positif,Négatif,0.6539,Synthétique (Groq)
"Just spent the day exploring Pokhara and I'm blown away 🤩! The scenery is incredible, with the Annapurna range towering over the city 🏔️.",Neutre,Positif,0.989,Synthétique (Groq)
"I was disappointed with the boat rental prices on Phewa Lake. It was expensive, but the views were worth it, I guess.",Positif,Négatif,0.801,Synthétique (Groq)
"Pokhara was just okay for me. The city life was too laid-back, and I found myself getting bored after a few days. Maybe I just didn't explore enough.",Négatif,Neutre,0.4371,Synthétique (Groq)
"Had a mixed experience in Pokhara, the Himalayan views are breathtaking but the streets can be quite crowded.",Positif,Neutre,0.5811,Synthétique (Groq)
"Pokhara's city life is quite laid-back, but I found the traffic a bit chaotic, especially during peak hours.",Négatif,Neutre,0.57,Synthétique (Groq)
"I visited Pokhara during a Nepali holiday, and the crowds were overwhelming, making it hard to enjoy the lakeside area.",Positif,Négatif,0.7636,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the noisy and crowded streets, making it difficult for me to relax and enjoy the city's natural beauty.",Positif,Négatif,0.8508,Synthétique (Groq)
"I found Pokhara to be quite crowded, especially around Phewa Lake. Boating was fun, but the scenery was somewhat marred by litter.",Positif,Neutre,0.5436,Synthétique (Groq)
"I had a mixed experience in Pokhara, the paragliding was great, but the city life was a bit too slow for me 🕰️.",Positif,Négatif,0.5068,Synthétique (Groq)
"Pokhara is a great destination for adventure seekers, but it lacks a strong nightlife. The city shuts down early, which can be disappointing.",Positif,Négatif,0.7249,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced tourist activities. The natural beauty is undeniable, but the tourist infrastructure needs improvement.",Positif,Négatif,0.8562,Synthétique (Groq)
"I was expecting more from Pokhara's local culture. The shops and restaurants are nice, but it feels a bit touristy and commercial.",Positif,Neutre,0.5741,Synthétique (Groq)
"The city life in Pokhara is a mix of traditional and modern. I found it interesting to explore, but the traffic can be a bit frustrating.",Négatif,Neutre,0.5197,Synthétique (Groq)
"I had high expectations, but Pokhara didn't quite live up to them. The views were nice, but the overall experience was just average.",Positif,Négatif,0.8627,Synthétique (Groq)
"Pokhara is a great base for outdoor activities, but the food options are limited and overpriced.",Positif,Négatif,0.5971,Synthétique (Groq)
"Watching the sunset over Phewa Lake is magical 🌅, it's a must-do experience in Pokhara 🌟.",Neutre,Positif,0.9851,Synthétique (Groq)
"Boating on the lake was nice, but I was expecting more activities and options, it was a bit limited.",Négatif,Positif,0.5997,Synthétique (Groq)
"I was disappointed with the pollution in Pokhara, it took away from the natural beauty of the place.",Positif,Négatif,0.895,Synthétique (Groq)
"Overall, Pokhara is a nice place to visit, but be prepared for some chaos and disorganization, especially when it comes to tourist activities 🚨.",Négatif,Positif,0.5902,Synthétique (Groq)
"I've been to Pokhara twice, and while it's a cool place, the food and beverages are overpriced compared to my previous visit. Be cautious of some restaurants.",Positif,Négatif,0.6893,Synthétique (Groq)
"The Himalayan views in Pokhara are incredible 🏔️. I spent hours boating on Phewa Lake, taking in the scenery. A must-visit place 🌟.",Neutre,Positif,0.983,Synthétique (Groq)
"I had a mixed experience in Pokhara. The local culture was interesting, but the city was quite crowded and noisy 🗣️.",Négatif,Neutre,0.5642,Synthétique (Groq)
"The city can get quite chaotic, especially with all the traffic. However, the scenery around Pokhara makes up for it 🌄.",Négatif,Neutre,0.5563,Synthétique (Groq)
"Unfortunately, I found Pokhara to be overly touristy and commercialized. The natural beauty is still there, but it's hard to appreciate with all the crowds and noise.",Positif,Négatif,0.8635,Synthétique (Groq)
"The views of the Himalayas from Pokhara are stunning, but the city itself lacks entertainment options 🏔️.",Positif,Neutre,0.4955,Synthétique (Groq)
"Pokhara's not all it's cracked up to be. The city life is pretty ordinary, and the lake is just okay. Maybe I just missed something.",Positif,Négatif,0.7018,Synthétique (Groq)
"I had mixed feelings about Pokhara. The lake is beautiful, but the boating experience was overpriced. The local culture is interesting, though.",Positif,Neutre,0.3529,Synthétique (Groq)
"I had mixed feelings about Pokhara. The natural beauty is undeniable, but the infrastructure could be improved. Boating on Phewa Lake was nice, but the boats could be better maintained.",Positif,Négatif,0.6948,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by poor road conditions and aggressive street vendors. The natural beauty is overshadowed by the city's infrastructure issues.",Positif,Négatif,0.9153,Synthétique (Groq)
"The Himalayan views from here are breathtaking, but the streets can be quite crowded and dirty.",Négatif,Neutre,0.5005,Synthétique (Groq)
"I had an incredible time exploring the local culture, trying new foods and drinks 🍴😋.",Neutre,Positif,0.99,Synthétique (Groq)
"Pokhara is a mix of natural beauty and chaos. The lakeside is beautiful, but the streets can be crowded and noisy.",Positif,Neutre,0.467,Synthétique (Groq)
"Pokhara is okay, I guess. The lake is beautiful, but the city life is a bit chaotic. Not my favorite, but worth a visit.",Négatif,Positif,0.7103,Synthétique (Groq)
"Pokhara has its charm, but it's not without its drawbacks. The traffic can be frustrating, and some areas feel overly touristy. Still, the Himalayan views are a major plus 🏔️.",Négatif,Neutre,0.418,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but the streets can be chaotic. I'm still getting used to the crowds and noise.",Négatif,Neutre,0.5655,Synthétique (Groq)
"The sidewalks in Pokhara are improving, but they still need to manage the street vendors better. It's hard to walk around sometimes.",Positif,Neutre,0.4652,Synthétique (Groq)
"Unfortunately, my experience in Pokhara has been marred by the pollution and litter in the city. It's a shame because the natural beauty is stunning.",Positif,Négatif,0.884,Synthétique (Groq)
"The Himalayan views here are breathtaking, but the city can be quite crowded and noisy 🏔️.",Négatif,Positif,0.5404,Synthétique (Groq)
"Pokhara is just okay, the lake is nice but the surrounding areas are a bit dirty and neglected.",Négatif,Positif,0.5098,Synthétique (Groq)
"The tourist area has a lot to offer, but the prices are a bit high and the service can be slow 🤔.",Neutre,Négatif,0.534,Synthétique (Groq)
"I was really looking forward to boating on Phewa Lake, but the boats were old and not well-maintained 🚣.",Neutre,Négatif,0.8863,Synthétique (Groq)
"The traffic in Pokhara is frustrating, but the scenery makes up for it. I just wish there were more pedestrian-friendly areas 🚶‍♀️.",Positif,Négatif,0.6681,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenic beauty makes up for it, I guess.",Positif,Négatif,0.4046,Synthétique (Groq)
"I was expecting more from the local markets, they seemed a bit touristy and overpriced.",Neutre,Négatif,0.6123,Synthétique (Groq)
"The sidewalk along the lake is much better now, but they still need to manage the street vendors and trash 🚮.",Positif,Négatif,0.528,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the friendly locals make up for it.",Positif,Négatif,0.546,Synthétique (Groq)
"I had a mixed experience with boating on Phewa Lake. The views were nice, but the boat ride was a bit rocky.",Positif,Neutre,0.5375,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the options were pricey and the boats were old. It was still a nice experience, but not worth the cost.",Positif,Négatif,0.732,Synthétique (Groq)
"I found the city life in Pokhara to be a bit chaotic, with too many tourists and not enough infrastructure. It was still a beautiful place, but overwhelming at times.",Positif,Négatif,0.6484,Synthétique (Groq)
"I was disappointed with the street food options in Pokhara - they were limited and not very tasty. However, the restaurants by the lake were nice and had a great view.",Positif,Négatif,0.6909,Synthétique (Groq)
"The paragliding experience in Pokhara was a letdown. The instructors seemed inexperienced, and the equipment was outdated. Not worth the risk, if you ask me.",Neutre,Négatif,0.9367,Synthétique (Groq)
"Pokhara is a beautiful city, but it's losing its charm due to overcrowding and pollution 🌫️. I still enjoyed my stay, but it could be better with more conservation efforts.",Positif,Négatif,0.6889,Synthétique (Groq)
"Unfortunately, my experience with paragliding in Pokhara was marred by safety concerns. The equipment seemed outdated, and the instructors were inexperienced.",Positif,Négatif,0.9288,Synthétique (Groq)
"The boardwalk along Phewa Lake is nice, but it's crowded and noisy in the evenings. I prefer the mornings for a peaceful walk.",Positif,Neutre,0.5206,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenery and friendly locals make up for it. It's a mixed bag, really.",Positif,Négatif,0.669,Synthétique (Groq)
"Pokhara has its charm, but the infrastructure can be improved. The roads are quite narrow and congested, making it hard to get around.",Positif,Négatif,0.828,Synthétique (Groq)
"Pokhara is a beautiful place, but it can get crowded. I liked the walking street and lake views, but some areas need more maintenance.",Positif,Négatif,0.3991,Synthétique (Groq)
"I had mixed feelings about Pokhara. The Himalayan views are stunning, but the city can be noisy and polluted. Boating on Phewa Lake was a highlight 🌟.",Négatif,Positif,0.5097,Synthétique (Groq)
"I was disappointed with the boating options on Phewa Lake, as they were quite expensive and not well-organized. However, the lake itself is beautiful, and a walk along the shore is definitely worth it.",Positif,Négatif,0.3981,Synthétique (Groq)
"I'm a bit disappointed with the boating experience, the lake's beautiful but the boats could be better maintained.",Positif,Négatif,0.9057,Synthétique (Groq)
"Pokhara's city life is bustling, but I find it a bit disorganized. Traffic is chaotic, and streets can be dirty. Still, the people are friendly and welcoming.",Négatif,Neutre,0.5157,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the constant noise and air pollution. The city needs to work on its environmental issues to preserve its natural beauty.",Positif,Négatif,0.8717,Synthétique (Groq)
"Unfortunately, the city's infrastructure is still developing, and the roads can be quite rough, but the natural beauty makes up for it.",Positif,Négatif,0.641,Synthétique (Groq)
"The city can be quite crowded and noisy, but the views of the Himalayas make up for it 🏔️.",Négatif,Positif,0.5276,Synthétique (Groq)
"I had a mixed experience with boating on Phewa Lake, the scenery was stunning, but the boat was old and creaky.",Positif,Négatif,0.4532,Synthétique (Groq)
"Taking a walk by the lake in the evening was magical, with the sun setting behind the mountains 🌄🌊.",Neutre,Positif,0.9714,Synthétique (Groq)
"I was disappointed with the traffic in Pokhara, it's chaotic and noisy, but the views of the Himalayas from the top of the hill are stunning 🏔️.",Positif,Négatif,0.511,Synthétique (Groq)
"I had a mixed experience in Pokhara, the city life is nice, but the tourist areas are a bit too crowded, and the prices are high.",Positif,Négatif,0.6822,Synthétique (Groq)
"I was looking forward to a peaceful evening stroll by the lake, but it was too crowded and noisy. Maybe I'll try again early in the morning.",Neutre,Négatif,0.8345,Synthétique (Groq)
"I didn't enjoy the crowds and noise in Pokhara, it was overwhelming and took away from the natural beauty of the place.",Positif,Négatif,0.8987,Synthétique (Groq)
"I was disappointed with the boating experience on Phewa Lake. The boats were old and not well-maintained. However, the surroundings were beautiful, and I loved the local food.",Positif,Négatif,0.5469,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city itself is quite dirty. I wish they would focus more on keeping the streets clean.",Positif,Négatif,0.8123,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the crowds and noise. I found it difficult to relax and enjoy the scenery, and the paragliding experience was overpriced.",Positif,Négatif,0.9092,Synthétique (Groq)
"I was disappointed with the boating options on Phewa Lake, not many choices, but the scenery was beautiful 🌟.",Positif,Négatif,0.5072,Synthétique (Groq)
"The local culture is rich and vibrant, but I found the city to be a bit too touristy, losing its authentic charm.",Positif,Négatif,0.5254,Synthétique (Groq)
"The city life is laid-back, but the traffic can be a nuisance, and the roads need improvement.",Positif,Négatif,0.6183,Synthétique (Groq)
"I'm not sure what to make of Pokhara - it's a mix of beautiful scenery and chaotic streets. The local culture is interesting, but sometimes it feels overwhelming.",Positif,Négatif,0.461,Synthétique (Groq)
"Unfortunately, my trip to Pokhara was marred by poor weather and a lack of clear views of the Himalayas. Maybe I'll have better luck next time.",Positif,Négatif,0.8902,Synthétique (Groq)
"Pokhara's city life is lively, with many shops and restaurants to explore. However, the traffic can be chaotic at times.",Négatif,Neutre,0.5289,Synthétique (Groq)
"The food options in Pokhara are varied, but the quality can be hit or miss. I had some great meals, but also some disappointing ones.",Positif,Négatif,0.7058,Synthétique (Groq)
"I found Pokhara to be a bit overhyped, the city life is quite laid-back but lacks excitement. The lake is nice, though.",Positif,Négatif,0.5138,Synthétique (Groq)
"I was disappointed with the condition of some roads in Pokhara, but the friendly locals made up for it 🙏.",Positif,Négatif,0.4832,Synthétique (Groq)
"The sunrises in Pokhara are incredible, watching the mountains wake up is a magical experience 🌅🏔️.",Neutre,Positif,0.9856,Synthétique (Groq)
"Unfortunately, I found Pokhara to be too touristy, the crowds and noise took away from the natural beauty of the place.",Positif,Négatif,0.8427,Synthétique (Groq)
"I was expecting more from Pokhara, to be honest. The city life is okay, but it's not very exciting. The lake is nice, but it's not as big as I thought it would be.",Positif,Négatif,0.8165,Synthétique (Groq)
"I was looking forward to trying local food, but some restaurants near the lake felt too touristy and overpriced.",Neutre,Négatif,0.7225,Synthétique (Groq)
"I loved exploring the city and learning about the local culture, but the traffic in Pokhara can be chaotic at times, be careful 🚨.",Négatif,Positif,0.6029,Synthétique (Groq)
"The Himalayan views here are breathtaking, but the city can be quite crowded, making it hard to enjoy 🌄.",Positif,Neutre,0.4835,Synthétique (Groq)
"The traffic in Pokhara is chaotic, but the scenic views of Phewa Lake make up for it 🌊.",Négatif,Positif,0.5193,Synthétique (Groq)
"Pokhara has a beautiful lake and nice walking trails, but the trash and pollution are a major turnoff.",Positif,Négatif,0.7531,Synthétique (Groq)
"My experience in Pokhara was mixed - the boating on Phewa Lake was great, but the haze obscured the Himalayan views 😐.",Positif,Négatif,0.6642,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the weather can be unpredictable ⛅️. Be prepared for sudden rain showers.",Positif,Neutre,0.4952,Synthétique (Groq)
"I had mixed feelings about Pokhara, the scenery is beautiful, but some areas are quite dirty. The people are friendly, though.",Positif,Négatif,0.606,Synthétique (Groq)
"I found Pokhara to be overpriced, especially when it comes to tourist activities. The local culture is interesting, but I felt like I was being ripped off.",Positif,Négatif,0.786,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the aggressive touts and overcharging locals. The natural beauty is undeniable, but the hassle was a major turn-off.",Positif,Négatif,0.8995,Synthétique (Groq)
"I had a mixed experience in Pokhara, the Himalayan views are incredible but the city itself is a bit disorganized.",Négatif,Neutre,0.4447,Synthétique (Groq)
"Pokhara is okay, I guess. The paragliding was fun, but the queues were long. Not sure if I'd recommend it.",Positif,Neutre,0.4603,Synthétique (Groq)
"I was really looking forward to Pokhara, but the traffic is insane. Took me hours to get to Phewa Lake, which was beautiful, but not worth the hassle.",Positif,Négatif,0.8753,Synthétique (Groq)
"I'm a bit disappointed with the city life in Pokhara. It's not as vibrant as I thought it would be, but the surrounding nature is beautiful.",Positif,Négatif,0.8581,Synthétique (Groq)
"Pokhara's city life is a mix - vibrant markets, but also chaotic traffic. I'm still trying to process my experience here.",Négatif,Neutre,0.5465,Synthétique (Groq)
"The Himalayan views from Pokhara are indeed spectacular, but the city itself feels a bit disorganized and rough around the edges.",Négatif,Neutre,0.5127,Synthétique (Groq)
"The city life in Pokhara is laid-back, but I found the traffic a bit chaotic. Local culture is interesting, though.",Négatif,Positif,0.6083,Synthétique (Groq)
"Pokhara's local culture is rich, but I found the streets a bit dirty. More attention to cleanliness would be great.",Positif,Négatif,0.6092,Synthétique (Groq)
"The traffic in Pokhara can be chaotic, and the streets are quite dirty. Not the most impressive first impression, but the natural beauty makes up for it.",Positif,Négatif,0.7827,Synthétique (Groq)
"Boating on Phewa Lake at sunrise is a must-do, the reflections of the Himalayas on the water are incredible 🌅🌊.",Neutre,Positif,0.9801,Synthétique (Groq)
"Pokhara is a beautiful place, but the pollution is a major issue. I hope they can improve it soon.",Positif,Négatif,0.7849,Synthétique (Groq)
"The city life in Pokhara is too slow for me. I got bored after a few days, but the paragliding was a highlight 🎈.",Positif,Négatif,0.4306,Synthétique (Groq)
"Pokhara is a beautiful city, but it can get crowded and noisy. I enjoyed boating on Phewa Lake, but the paragliding experience was overpriced.",Positif,Négatif,0.6773,Synthétique (Groq)
"I was disappointed with the condition of some areas in Pokhara, it could be cleaner. However, the natural beauty of the city and Phewa Lake is undeniable.",Positif,Négatif,0.4308,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the aggressive touts and shopkeepers. The beauty of the city and Phewa Lake is overshadowed by the commercialization and crowds.",Positif,Négatif,0.8662,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but the traffic can be chaotic at times. Still, the views of the Himalayas make up for it 🏔️.",Négatif,Positif,0.5833,Synthétique (Groq)
"Pokhara's city life is quite laid-back, with a mix of local culture and touristy spots. I found some great eateries, but the streets can be chaotic at times.",Négatif,Positif,0.8686,Synthétique (Groq)
"Unfortunately, I found Pokhara to be overly touristy and expensive. The natural beauty is undeniable, but it's not the authentic Nepalese experience I was hoping for.",Positif,Négatif,0.8725,Synthétique (Groq)
"I was looking forward to a relaxing boat ride on Phewa Lake, but the noise from the surrounding bars and restaurants was a bit of a letdown.",Positif,Négatif,0.7682,Synthétique (Groq)
"I had a mixed experience in Pokhara. The Himalayan views were stunning, but the city was crowded and noisy. I enjoyed the local markets, but found the prices to be a bit high.",Positif,Négatif,0.5583,Synthétique (Groq)
"Unfortunately, the air pollution in Pokhara was a major letdown. It hindered my ability to fully enjoy the beautiful scenery.",Positif,Négatif,0.901,Synthétique (Groq)
"The Himalayan views from Pokhara are indeed stunning, but the crowd and chaos in the viewing areas can be overwhelming at times 🏔️.",Négatif,Positif,0.4915,Synthétique (Groq)
"Pokhara is an okay place to visit, but it's not as exciting as I expected. The boating was nice, but the scenery was somewhat familiar.",Positif,Négatif,0.6444,Synthétique (Groq)
"I had a mixed experience with the food here - some dishes were amazing, while others were just average 🤔.",Positif,Neutre,0.4406,Synthétique (Groq)
"Unfortunately, the pollution around Phewa Lake ruined my overall experience of this beautiful city.",Neutre,Négatif,0.8876,Synthétique (Groq)
"I had mixed feelings about Pokhara. The lake is lovely, but the city itself is quite crowded and noisy.",Neutre,Négatif,0.7469,Synthétique (Groq)
"Unfortunately, I found Pokhara to be a bit overhyped. The roads are bad and it's too commercialized, but the natural beauty is still worth seeing.",Positif,Négatif,0.7942,Synthétique (Groq)
"I had mixed feelings about Pokhara, the lake is nice but the city is quite crowded. Boating was fun, though.",Positif,Neutre,0.4174,Synthétique (Groq)
"Had a mixed experience in Pokhara. The paragliding was amazing, but the traffic was frustrating. Local culture is rich, but sometimes feels commercialized.",Positif,Négatif,0.6218,Synthétique (Groq)
"Had a neutral experience with paragliding in Pokhara. The views were stunning, but the instructors seemed a bit disorganized.",Négatif,Positif,0.7296,Synthétique (Groq)
"The Himalayan views here are breathtaking, but the city life can be chaotic at times.",Négatif,Positif,0.5815,Synthétique (Groq)
"Boating on Phewa Lake was nice, but the boats could be better maintained.",Positif,Neutre,0.4559,Synthétique (Groq)
"The city is overcrowded and noisy, I was expecting a more peaceful experience.",Positif,Négatif,0.8645,Synthétique (Groq)
"I had mixed feelings about Pokhara, the scenery is beautiful, but the infrastructure needs improvement 🌆.",Positif,Négatif,0.6553,Synthétique (Groq)
"I'm a bit disappointed with the city life here - it's not as lively as I expected, but the natural beauty of the surrounding areas makes up for it.",Positif,Négatif,0.8668,Synthétique (Groq)
"The Himalayan views from Pokhara are truly unforgettable, but the streets can be quite crowded and chaotic at times.",Négatif,Neutre,0.5058,Synthétique (Groq)
"I was disappointed with the boating prices on Phewa Lake - 660 NPR for a wooden boat seems steep. However, the scenery was lovely.",Positif,Négatif,0.7571,Synthétique (Groq)
"The traffic in Pokhara is chaotic, and the roads are poorly maintained. It's a shame, as the natural beauty of the area is stunning.",Positif,Négatif,0.8909,Synthétique (Groq)
"The local culture in Pokhara is rich and vibrant, but I found the streets to be quite crowded and noisy at times.",Positif,Neutre,0.6282,Synthétique (Groq)
"I had mixed feelings about Pokhara - the Himalayan views were amazing 🏔️, but the market area was too touristy and overpriced 🤔.",Positif,Négatif,0.5076,Synthétique (Groq)
"The local culture in Pokhara is fascinating, I've been trying all sorts of new foods and drinks 🍜. However, the streets can be quite crowded and chaotic.",Neutre,Positif,0.8995,Synthétique (Groq)
"I was really looking forward to boating on Phewa Lake, but the queues were huge and the prices were steep 🚣.",Positif,Négatif,0.8796,Synthétique (Groq)
"I found the local culture in Pokhara to be really interesting, but some areas of the city are quite crowded and dirty.",Négatif,Positif,0.4859,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but the streets can be quite crowded and dirty at times.",Négatif,Positif,0.6151,Synthétique (Groq)
"I was disappointed with the lack of cleanliness around Phewa Lake. It's such a beautiful spot, but it needs better maintenance.",Positif,Négatif,0.9029,Synthétique (Groq)
"I'm not impressed with the local restaurants. Food is overpriced and not very authentic. Lake views are nice, though 🌊.",Positif,Négatif,0.8818,Synthétique (Groq)
"Pokhara's a nice place to unwind, but the Wi-Fi is spotty and the food options are limited. Not my favorite destination, but it has its charm.",Neutre,Négatif,0.4843,Synthétique (Groq)
"Pokhara is a beautiful place, but one visit is not enough. I wish I had more time to explore the local culture.",Négatif,Positif,0.7756,Synthétique (Groq)
"The city has a great vibe, but the streets can be quite crowded and noisy. I'm mixed about my experience here.",Neutre,Négatif,0.5946,Synthétique (Groq)
"I enjoyed learning about the local culture, but some areas of the city feel a bit neglected and could use more maintenance 🤔.",Négatif,Neutre,0.4274,Synthétique (Groq)
"I had mixed feelings about Pokhara - the natural beauty is stunning, but the city itself is quite touristy 🤔.",Positif,Neutre,0.4879,Synthétique (Groq)
"Pokhara is a mix of everything - beautiful scenery, but also chaotic streets. I'm still trying to decide if I like it here.",Positif,Neutre,0.4532,Synthétique (Groq)
